ISIN,SYMBOL,COMPANY,PRICE,IDX WT %,FF BASED SHARES,FF BASED MCAP,ORD SHARES,ORD SHARES MCAP,Volume
PK0031001016,DWAE,Dewan Automotive Engineering Ltd. [ DEFAULTER SEGMENT ],3.26,0.0,3210000,10464600.00,21400000,69764000.0,0
PK0032201011,DWSM,Dewan Sugar Mills Ltd. [ DEFAULTER SEGMENT ],2.99,0.0,18302398,54724170.02,91511992,273620856.08,1500
PK0017701019,DWTM,Dewan Textile Mills Ltd. [ DEFAULTER SEGMENT ],1.31,0.0,2303230,3017231.30,46064609,60344637.79,0
PK0028201017,DYNO,DYNEA Pak. ,179.0,0.04,12267068,2195805172.00,18872400,3378159600.0,3500
PK0067701018,ECOP,ECOPAK Limited. ,16.89,0.01,30519158,515468578.62,38148948,644335731.72,499000
PK0099701010,EFERT,Engro Fertilizers Limited. ,61.27,1.08,600884719,36816206733.13,1335299375,81813792706.25,1082656
PK0091501012,EFGH,EFG Hermes Pakistan Ltd. ,24.56,0.01,8006260,196633745.60,20015650,491584364.0,58500
PK0000201019,EFUG,E. F. U. Gen Insurance Ltd. ,121.83,0.32,70000000,8528100000.00,200000000,24366000000.0,0
PK0070301012,EFUL,EFU Life Assurance Ltd. ,201.63,0.27,15000000,3024450000.00,100000001,20163000201.63,0
PK0020501018,ELCM,Elahi Cotton Mills Ltd. ,45.47,0.0,260000,11821342.00,1300000,59106710.0,0
PK0040801018,ELSM,Ellcot Spinning Mills Ltd. ,97.0,0.01,3285000,318645000.00,10950000,1062150000.0,0
PK0028301015,EMCO,EMCO Industries Ltd. ,28.0,0.01,7000000,196000000.00,34999667,979990676.0,0
PK0053001019,ENGL,English Leasing [ DEFAULTER SEGMENT ],0.65,0.0,2400000,1560000.00,8000000,5200000.0,0
PK0012101017,ENGRO,Engro Corporation Limited. ,300.74,2.28,316889777,95301431534.98,576163230,173275329790.2,301106
PK0092201018,EPCL,Engro Polymer & Chemicals Ltd. ,44.01,0.53,318123167,14000600579.67,908923333,40001715885.33,3412500
PK0102701015,EPQL,Engro Powergen Qadirpur Ltd. ,21.1,0.09,94633370,1996764107.00,323800000,6832180000.0,237000
PK0074401016,ESBL,Escorts Investment Bank Ltd. ,10.6,0.02,20340000,215604000.00,135600000,1437360000.0,145500
PK0027101010,EWIC,East West Ins. Co. Ltd. ,50.53,0.07,15435106,779935906.18,102900712,5199572977.36,0
PK0026101011,EXIDE,Exide Pakistan Ltd. ,345.09,0.04,1942155,670218268.95,7768618,2680872385.62,10600
PK0070501017,FABL,Faysal Bank Limited. ,17.31,0.35,379424131,6567831707.61,1517696526,26271326865.06,301000
PK0050801015,FANM,First Al-Noor Mod. ,3.0,0.0,15750000,47250000.00,21000000,63000000.0,0
PK0053201015,FASM,Faisal Spinning Mills Ltd. ,282.13,0.04,1000000,282130000.00,10000000,2821300000.0,0
PK0091601010,FATIMA,Fatima Fertilizer Co Ltd. ,28.74,0.79,315000000,9053100000.00,2100000000,60354000000.0,4134500
PK0074501013,FCCL,Fauji Cement Co Ltd. ,20.35,0.37,758898264,15443579672.40,1379815025,28079235758.75,8294000
PK0078101018,FCEL,First Capital Equities Ltd. [ DEFAULTER SEGMENT ],9.49,0.02,42400650,402382168.50,141335500,1341273895.0,0
PK0096501017,FCEPL,Frieslandcampina Engro Pakistan Ltd. ,73.27,0.74,76659608,5616849478.16,766596075,56168494415.25,55000
PK0094101018,FCIBL,First Credit & Investment Bank Ltd. ,9.63,0.01,26000000,250380000.00,65000000,625950000.0,209000
PK0045601017,FCONM,First Constellation Modaraba. ,1.19,0.0,2261875,2691631.25,6462500,7690375.0,0
PK0063801010,FCSC,First Capital Sec.Corp. Ltd. ,1.4,0.01,174135562,243789786.80,316610115,443254161.0,152500
PK0063401019,FDIBL,First Dawood Investment Bank Ltd. ,2.18,0.0,133551021,291141225.78,148390023,323490250.14,89000
PK0052901011,FECM,First Elite Capital Mod. ,2.66,0.0,8505000,22623300.00,11340000,30164400.0,111500
PK0059501012,FECTC,Fecto Cement Ltd. ,33.27,0.02,12540000,417205800.00,50160000,1668823200.0,26500
PK0053101017,FEM,First Equity Mod. ,3.69,0.0,36708000,135452520.00,52440000,193503600.0,0
PK0005201014,FEROZ,Ferozsons Laboratories Ltd. ,393.34,0.16,12074736,4749476658.24,30186841,11873692038.94,175800
PK0074601011,FFBL,Fauji Fertilizer Bin Qasim Ltd. ,18.7,0.23,326938500,6113749950.00,934110000,17467857000.0,3757500
PK0053401011,FFC,Fauji Fertilizer Co. Ltd. ,107.39,1.8,699731036,75144115956.04,1272238147,136625654606.33,546664
PK0015801019,FFL,Fauji Foods Limited. ,15.7,0.17,158522158,2488797880.60,803293563,12611708939.1,8509000
PK0053601016,FFLM,First Fidelity Leasing Mod. ,3.9,0.0,17168973,66958994.70,26413804,103013835.6,5000
PK0029901011,FHAM,First Habib Mod. ,11.56,0.03,171360000,1980921600.00,201600000,2330496000.0,88000
PK0041301018,FIBLM,First IBL Modaraba. ,3.1,0.0,19518750,60508125.00,21687500,67231250.0,0
PK0053301013,FIL,Fateh Industries Ltd. [ DEFAULTER SEGMENT ],176.59,0.0,42365,7481235.35,2000000,353180000.0,0
PK0063001017,FIM,First Investec Modarba [ DEFAULTER SEGMENT ],0.2,0.0,1350000,270000.00,3000000,600000.0,0
PK0065101013,FIMM,First Imrooz Mod. ,95.47,0.0,600000,57282000.00,3000000,286410000.0,1000
PK0089401019,FLYNG,Flying Cement Company Ltd. ,9.76,0.02,61600000,601216000.00,176000000,1717760000.0,104500
PK0021001018,FML,Feroze1888 Mills Ltd. ,105.08,0.52,56520145,5939136836.60,376800968,39594245717.44,576000
PK0080301010,FNBM,First National Bank Modaraba. [ DEFAULTER SEGMENT ],1.05,0.0,17500000,18375000.00,25000000,26250000.0,0
PK0082301018,FNEL,First National Equities Limited. ,16.95,0.06,66821583,1132625831.85,267286331,4530503310.45,376500
PK0061301013,FPJM,First Punjab Mod. ,2.35,0.0,13608000,31978800.00,34020000,79947000.0,0
PK0072201012,FPRM,First Paramount Mod. ,5.21,0.0,6204787,32326940.27,13788418,71837657.78,0
PK0053801012,FRCL,Frontier Ceramics Ltd. ,12.71,0.01,11362146,144412875.66,37873821,481376264.91,40500
PK0028401013,FRSM,Faran Sugar Mills Ltd. ,47.0,0.02,8752434,411364398.00,25007151,1175336097.0,29000
PK0046201015,FSWL,Fateh Sports Wear Ltd. [ DEFAULTER SEGMENT ],57.85,0.0,78090,4517896.95,2000000,115710000.0,0
PK0005101016,FTHM,Fateh Textile Mills Ltd. [ DEFAULTER SEGMENT ],74.0,0.0,875000,64750000.00,1250000,92500000.0,0
PK0088401010,FTMM,First Treet Manufacturing Modaraba. ,14.5,0.04,9780000,141810000.00,195599994,2836199913.0,500
PK0043901013,FTSM,First Tri-Star Mod. ,4.0,0.0,9523397,38093588.00,21163104,84652416.0,500
PK0049801019,FUDLM,First UDL Mod. ,8.2,0.0,14367497,117813475.40,31927786,261807845.2,1500
PK0014901018,FZCM,Fazal Cloth Mills Ltd. ,126.78,0.05,3000000,380340000.00,30000000,3803400000.0,2600
PK0064101014,GADT,Gadoon Textile Mills Ltd. ,199.92,0.07,8408875,1681102290.00,28029583,5603674233.36,8300
PK0054001018,GAIL,Ghani Automobile Industries Ltd. ,5.31,0.0,49542574,263071067.94,50028880,265653352.8,165000
PK0002501010,GAMON,Gammon Pak. [ DEFAULTER SEGMENT ],13.0,0.0,2826623,36746099.00,28266231,367461003.0,0
PK0053901010,GATI,Gatron (Industries) Ltd. ,668.67,0.34,1918224,1282652511.94,38364500,25653063612.15,0
PK0015201012,GATM,Gul Ahmed Textile Mills Ltd. ,38.57,0.22,128338389,4950011663.73,427794630,16500038879.1,571000
PK0054101016,GFIL,Ghazi Fabrics International Ltd. ,4.99,0.0,3169000,15813310.00,32635600,162851644.0,4000
PK0109601010,GGGL,Ghani Global Glass Limited. ,14.63,0.02,50000000,731500000.00,100000000,1463000000.0,753500
PK0099101013,GGL,Ghani Global Holdings Limited. ,14.42,0.03,75715403,1091816111.26,153305824,2210669982.08,708500
PK0064301010,GHGL,Ghani Glass Ltd. ,52.44,0.37,108308533,5679699470.52,541542665,28398497352.6,12000
PK0007101014,GHNI,Ghandhara Industries Ltd. ,238.19,0.13,12782653,3044700118.07,42608844,10149000552.36,2268400
PK0059701018,GHNL,Ghandhara Nissan Ltd. ,89.85,0.07,19950875,1792586118.75,57002500,5121674625.0,911000
PK0106101014,GIL,Good Luck Industries Limited.(XD) ,486.59,0.0,116,56444.44,300000,145977000.0,0
PK0001301016,GLAXO,Glaxo SmithKline Pakistan Ltd. ,174.2,0.73,51760668,9016708365.60,318467278,55476999827.6,31700
PK0034001013,GLPL,Gillatte Pakistan Ltd. ,270.0,0.07,1920000,518400000.00,19200000,5184000000.0,0
PK0032301019,GOC,GOC (PAK) Limited.(XD) ,45.25,0.0,1102401,49883645.25,7348950,332539987.5,3000
PK0076401014,GRYL,Grays Leasing Ltd. ,6.56,0.0,2150000,14104000.00,21500000,141040000.0,117000
PK0112101016,GSKCH,Glaxo SmithKline Healthcare Pak Ltd. ,289.65,0.45,15503855,4490691600.75,117054508,33904838242.2,10000
PK0036901012,GSPM,Gulshan Spinning Mills Ltd. [ DEFAULTER SEGMENT ],1.08,0.0,20632537,22283139.96,22225038,24003041.04,0
PK0026201019,GTYR,General Tyre & Rubber Co. ,65.64,0.11,42676673,2801296815.72,121933350,8003705094.0,655000
PK0064601013,GUSM,Gulistan Spinning Mills Ltd. [ DEFAULTER SEGMENT ],1.4,0.0,11712800,16397920.00,14641000,20497400.0,0
PK0012301013,GUTM,Gulistan Textile Mills Ltd. [ DEFAULTER SEGMENT ],15.0,0.0,5695170,85427550.00,18983872,284758080.0,0
PK0013401010,GVGL,Ghani Value Glass Limited. ,41.7,0.03,6238584,260148952.80,58031273,2419904084.1,500
PK0005701013,GWLC,Gharibwal Cement Ltd. ,26.85,0.14,60041094,1612103373.90,400273960,10747355826.0,197500
PK0006801010,HABSM,Habib Sugar Mills Ltd. ,36.0,0.07,45000000,1620000000.00,150000000,5400000000.0,20500
PK0000401015,HADC,Hayderi Construction. [ DEFAULTER SEGMENT ],16.51,0.0,5882415,97118671.65,6400000,105664000.0,0
PK0046601016,HAEL,Hala Enterprises Limited [ DEFAULTER SEGMENT ],4.62,0.0,1299630,6004290.60,12996304,60042924.48,0
PK0001701017,HAFL,Hafiz Limited. ,90.83,0.0,38117,3462167.11,1200000,108996000.0,0
PK0041201010,HAJT,Hajra Textile Milla Ltd. [ DEFAULTER SEGMENT ],0.72,0.0,1987705,1431147.60,13750000,9900000.0,0
PK0108001014,HASCOL,Hascol Petroleum Ltd. ,16.69,0.22,599472408,10005194489.52,999120680,16675324149.2,53935339
PK0085101019,HBL,Habib Bank Limited. ,136.85,2.64,733426254,100369382859.90,1466852508,200738765719.8,849739
PK0064901017,HCAR,Honda Atlas Cars (Pak) Ltd. ,276.0,0.52,28560000,7882560000.00,142800000,39412800000.0,671800
PK0119101019,HCL,Hallmark Company Limited. ,90.0,0.0,150000,13500000.00,500000,45000000.0,0
PK0024701010,HGFA,HBL Growth Fund ,9.43,0.04,264000138,2489521301.34,283500000,2673405000.0,1000
PK0000301017,HICL,Habib Insurance Co Ltd. ,8.32,0.01,61937378,515318984.96,123874755,1030637961.6,139000
PK0081601012,HIFA,HBL Investment Fund ,3.5,0.01,227300000,795550000.00,284125000,994437500.0,4500
PK0034101011,HINO,Hino Pak Motor Limited.(XR) ,463.03,0.08,1310059,606596618.77,12400600,5741849818.0,8000
PK0070701013,HINOON,Highnoon Laboratories Ltd. ,611.0,0.28,13845978,8459892558.00,34614947,21149732617.0,850
PK0083301017,HIRAT,Hira Textile Mills Ltd. [ DEFAULTER SEGMENT ],2.29,0.0,43288960,99131718.40,86577920,198263436.8,20000
PK0055401019,HMB,Habib Metropolitn Bank Limited. ,33.0,0.45,471524166,15560297478.00,1047831480,34578438840.0,54500
PK0064701011,HMIM,Haji Mohammed Ismail Mills Lim [ DEFAULTER SEGMENT ],8.75,0.0,5987520,52390800.00,11975040,104781600.0,0
PK0111101025,HMM,Habib Metro Modaraba. ,9.45,0.0,9000000,85050000.00,30000000,283500000.0,0
PK0026401015,HRPL,Habib Rice Product Ltd. ,37.25,0.02,8000000,298000000.00,40000000,1490000000.0,99500
PK0011001010,HSM,Husein Sugar Mills Limited. ,18.13,0.01,15408000,279347040.00,38520000,698367600.0,0
PK0031301010,HSPI,Huffaz Seamless Pipe Industrie. [ DEFAULTER SEGMENT ],15.25,0.01,8322645,126920336.25,55484300,846135575.0,0
PK0111201015,HTL,Hi-Tech Lubricants Limited. ,44.46,0.07,28675399,1274908239.54,116004000,5157537840.0,432000
PK0065001015,HUBC,Hub Power Company Limited. ,79.25,1.35,972865790,77099613857.50,1297154400,102799486200.0,1255797
PK0083801016,HUMNL,Hum Network Limited. ,6.93,0.09,661500000,4584195000.00,945000000,6548850000.0,384500
PK0001401014,HUSI,Husein Industries [ DEFAULTER SEGMENT ],7.4,0.0,3719048,27520955.20,10625852,78631304.8,0
PK0064801019,HWQS,Haseeb Waqas Sugar Mills Limit [ DEFAULTER SEGMENT ],2.04,0.0,12960000,26438400.00,32400000,66096000.0,0
PK0070801011,IBFL,Ibrahim Fibre Limited. ,63.51,0.26,15525350,986014978.50,310506995,19720299252.45,0
PK0095501018,IBLHL,IBL HealthCare Limited. ,93.64,0.07,10817521,1012952666.44,54087605,5064763332.2,46500
PK0047501017,ICCI,ICC Industries Ltd. [ DEFAULTER SEGMENT ],1.9,0.0,4500168,8550319.20,30001120,57002128.0,0
PK0003101018,ICI,ICI Pakistan Limited.(XD) ,709.63,0.86,13853858,9831113252.54,92359050,65540752651.5,12400
PK0059101011,ICIBL,Invest Capital Investment Bank Ltd. ,1.14,0.0,128190103,146136717.42,284866896,324748261.44,2494500
PK0078901011,ICL,Ittehad Chemical Ltd. ,30.32,0.03,29645000,898836400.00,84700000,2568104000.0,130000
PK0054301012,IDRT,Idrees Textile Mills Ltd. ,17.05,0.0,2977920,50952211.20,19852800,339681408.0,0
PK0046901010,IDSM,Ideal Spinning Mills Ltd. ,24.71,0.0,1984000,49024640.00,9920000,245123200.0,1000
PK0006901018,IDYM,Indus Dyeing & Manufacturing. ,546.13,0.13,2711060,1480591197.80,18073731,9870606711.03,1150
PK0032601012,IGIHL,IGI Holdings Limited. ,204.83,0.38,35657638,7303753991.54,142630550,29215015556.5,4400
PK0069401013,IGIL,IGI Life Insurance Ltd. ,47.45,0.11,34113440,1618682728.00,170567200,8093413640.0,20500
PK0114501015,ILP,Interloop Limited.(XD) ,72.0,0.82,130410000,9389520000.00,869400000,62596800000.0,2484000
PK0019501011,ILTM,Island Textile Mills Ltd. ,916.0,0.01,100000,91600000.00,500000,458000000.0,20
PK0093001011,IMSL,Imperial Sugar Limited. [ DEFAULTER SEGMENT ],15.5,0.02,9902000,153481000.00,99020000,1534810000.0,62000
PK0054501017,INDU,Indus Motor Company Ltd.(XD) ,1285.6,1.33,13441614,17280538958.40,78600000,101048160000.0,1000
PK0028501010,INIL,International Industries Ltd. ,143.51,0.25,59346846,8516865869.46,131881860,18926365728.6,281000
PK0065401017,INKL,International Knitwear Ltd. ,16.0,0.0,3386250,54180000.00,9675000,154800000.0,0
PK0064401018,INMF,Investec Mutual Fund [ DEFAULTER SEGMENT ],0.17,0.0,12666667,2153333.39,10000000,1700000.0,0
PK0041501013,ISIL,Ismail Industries Ltd. ,409.0,0.36,3317847,1356999423.00,66356940,27139988460.0,200
PK0102001010,ISL,International Steels Limited. ,72.92,0.42,130500000,9516060000.00,435000000,31720200000.0,1498500
PK0115101013,ITTEFAQ,Ittefaq Iron Industries Limited. ,15.95,0.03,79388850,1266252157.50,144343364,2302276655.8,460000
PK0054601015,JATM,J. A. Textile Mills Ltd. ,6.94,0.0,1890174,13117807.56,12601200,87452328.0,0
PK0006001017,JDMT,Janana De Malucha Tex Mills. ,78.18,0.0,956959,74815054.62,4784794,374075194.92,500
PK0054701013,JDWS,J. D. W. Sugar Mills Ltd. ,225.0,0.18,8966499,2017462275.00,59776661,13449748725.0,500
PK0001901013,JGICL,Jubilee General Insurance Co.Ltd. ,44.0,0.11,39698248,1746722912.00,198491379,8733620676.0,3000
PK0041601011,JKSM,J. K. Spinning Mills Ltd. ,57.16,0.05,3654197,208873900.52,73083930,4177477438.8,19000
PK0074201010,JLICL,Jubliee Life Insurance Co Ltd. ,447.29,0.51,17452750,7806440547.50,87263748,39032201842.92,74000
PK0005401010,JOPP,Johnson & Philips (Pak) Ltd. [ DEFAULTER SEGMENT ],47.49,0.0,545000,25882050.00,5450000,258820500.0,3500
PK0074901015,JPGL,Japan Power Generation Ltd. [ DEFAULTER SEGMENT ],1.9,0.0,109226314,207529996.60,156037591,296471422.9,0
PK0088201014,JSBL,JS Bank Limited. ,6.68,0.11,324366066,2166765320.88,1297464262,8667061270.16,162000
PK0060301014,JSCL,Jahangir Siddiqui & Company Ltd. ,26.27,0.32,228985597,6015451633.19,915942388,24061806532.76,5874500
PK0082801017,JSGCL,JS Global Capital Limited. ,62.5,0.03,1527850,95490625.00,30557000,1909812500.0,2000
PK0086001010,JSIL,JS Investments Limited. ,24.4,0.02,12354851,301458364.40,61774256,1507291846.4,43000
PK0019701017,JSML,Jauharabad Sugar Mills Ltd. ,22.46,0.01,11944959,268283779.14,34128454,766525076.84,8000
PK0020901010,JUBS,Jubilee Spinning & Weaving Mil [ DEFAULTER SEGMENT ],3.49,0.0,14621042,51027436.58,32491205,113394305.45,4500
PK0006101015,JVDC,Javedan Corporation Ltd. ,22.5,0.09,111084189,2499394252.50,317383396,7141126410.0,2000
PK0006102013,JVDCPS,Javedan Corporation Ltd-Non Voting. ,8.0,0.0,42000,336000.00,51000,408000.0,0
PK0083101011,KAPCO,Kot Addu Power Company. ,27.15,0.31,455719113,12372773917.95,880253228,23898875140.2,6383000
PK0042001013,KASBM,KASB Modaraba. ,1.12,0.0,24033240,26917228.80,48066480,53834457.6,1500
PK0060401012,KCL,Karam Ceramics Mills Ltd. ,27.84,0.01,1454868,40503525.12,14549060,405045830.4,2500
PK0000501012,KEL,K-Electric Limited. ,3.74,1.36,2761519425,10328082649.50,27615194245,103280826476.3,5315000
PK0037401012,KHSM,Khurshid Spinning Mills Ltd. ,7.11,0.0,1921200,13659732.00,13174800,93672828.0,0
PK0012401011,KHTC,Khyber Tobacco Co. Ltd. ,243.04,0.02,402854,97909636.16,4807200,1168341888.0,3500
PK0006201013,KHYT,Khyber Textile Mills Ltd. ,254.0,0.0,22656,5754624.00,1227500,311785000.0,0
PK0041801017,KML,Kohinoor Mills Ltd. ,34.9,0.02,10182202,355358849.80,50911011,1776794283.9,7500
PK0075001013,KOHC,Kohat Cement Co. Ltd. ,196.72,0.52,60258389,11854030284.08,200861294,39513433755.68,127900
PK0071101015,KOHE,Kohinoor Energy Ltd. ,33.5,0.07,67783446,2270745441.00,169458614,5676863569.0,500
PK0060601017,KOHP,Kohinoor Power Co Ltd. [ DEFAULTER SEGMENT ],2.3,0.0,6930000,15939000.00,12600000,28980000.0,3500
PK0015501015,KOHTM,Kohat Textile Mills Ltd. ,16.5,0.0,5200000,85800000.00,20800000,343200000.0,0
PK0003201016,KOIL,Kohinoor Industries Ltd. ,6.9,0.0,16666399,114998153.10,30302580,209087802.0,3237000
PK0028601018,KOSM,Kohinoor Spinning Mills Ltd. ,2.89,0.01,96432992,278691346.88,215714285,623414283.65,2155000
PK0060501019,KPUS,Khairpur Sugar Mills Ltd. ,64.18,0.01,800875,51400157.50,16017500,1028003150.0,0
PK0023501015,KSBP,KSB Pumps Co Ltd. ,325.84,0.06,5290453,1723841205.52,13200000,4301088000.0,35100
PK0041701019,KSTM,Khalid Siraj Textile Mills Ltd [ DEFAULTER SEGMENT ],0.7,0.0,3210000,2247000.00,10700000,7490000.0,0
PK0018101011,KTML,Kohinoor Textile Mills Ltd. ,57.5,0.23,224472342,12907159665.00,299296456,17209546220.0,14500
PK0066101012,LEUL,Leather Up Ltd. ,15.01,0.0,1765400,26498654.00,6000000,90060000.0,0
PK0055101015,LMSM,Landmark Spinning Mills Limite [ DEFAULTER SEGMENT ],15.49,0.0,1212370,18779611.30,12123700,187796113.0,7500
PK0098001016,LOADS,Loads Limited. ,18.09,0.04,60500000,1094445000.00,151250000,2736112500.0,810500
PK0077901012,LOTCHEM,Lotte Chemical Pakistan Ltd. ,11.9,0.24,378551802,4504766443.80,1514207200,18019065680.0,2045500
PK0028701016,LPGL,Leiner Pak Gelantine Limited. ,16.12,0.0,750000,12090000.00,7500000,120900000.0,2500
PK0100501011,LPL,LALPIR Power Limited. ,12.13,0.06,151935493,1842977530.09,379838732,4607443819.16,429000
PK0071501016,LUCK,Lucky Cement Limited. ,654.95,2.79,129350000,84717782500.00,323375000,211794456250.0,446269
PK0080901017,MACFL,MACPAC Films Limited. ,20.62,0.02,20755403,427976409.86,59301150,1222789713.0,451000
PK0113501016,MACTER,Macter International Limited. ,138.32,0.07,11743305,1624333947.60,39144351,5414446630.32,1000
PK0066301018,MARI,Mari Petroleum Company Ltd. ,1328.88,2.33,26680500,35455182840.00,133402500,177275914200.0,23780
PK0055601014,MCB,MCB Bank Limited. ,176.45,2.75,414771002,73186343302.90,1185060006,209103838058.7,299880
PK0082101012,MCBAH,MCB-Arif Habib Savings & Invest Ltd.(XD) ,29.22,0.03,10800000,315576000.00,72000000,2103840000.0,5500
PK0093601018,MDTL,Media Times Limited. ,1.44,0.0,116253157,167404546.08,178851010,257545454.4,650000
PK0077401013,MEBL,Meezan Bank Limited. ,81.9,1.52,353680696,28966449002.40,1414722747,115865792979.3,575074
PK0019801015,MEHT,Mehmood Textile Mills Ltd. ,444.0,0.11,937500,416250000.00,18750025,8325011100.0,0
PK0030301011,MERIT,Merit Packaging Ltd. ,15.38,0.02,36282779,558029141.02,80628398,1240064761.24,221500
PK0060801013,MFFL,Mitchells Fruit Farms Ltd. ,369.1,0.04,2756250,1017331875.00,7875000,2906662500.0,200
PK0103601016,MFL,Matco Foods Limited. ,20.93,0.03,30600175,640461662.75,122400698,2561846609.14,78500
PK0012601016,MFTM,Mohammed Farooq Textile Mills [ DEFAULTER SEGMENT ],3.49,0.0,8443614,29468212.86,18889200,65923308.0,0
PK0008101013,MIRKS,Mirpurkhas Sugar Mills Ltd. ,82.0,0.01,6072768,497966976.00,13495041,1106593362.0,0
PK0066201010,MLCF,Maple Leaf Cement Factory Ltd. ,38.81,0.56,494255804,19182067753.24,1098346232,42626817263.92,10268322
PK0032801018,MODAM,Modarba Al-Mali. ,5.8,0.0,14739156,85487104.80,18423945,106858881.0,117000
PK0055201013,MQTM,Maqbool Textile Mills Ltd. ,27.75,0.01,3360000,93240000.00,16800000,466200000.0,1000
PK0012501018,MRNS,Mehran Sugar Mills Ltd. ,71.53,0.04,11649363,833278935.39,46597688,3333132622.64,0
PK0004601016,MSCL,Metropolitan Steel Corporation ,10.56,0.0,7744400,81780864.00,30977500,327122400.0,1500
PK0034201019,MSOT,Masood Textile Mills Ltd. ,55.0,0.05,17882055,943278401.25,67500000,3560625000.0,0
PK0034202017,MSOTPS,Masood Textile Mills Ltd.(PS).(XD) ,6.12,0.0,31166668,190740008.16,31166668,190740008.16,0
PK0037601017,MTIL,Mian Textile Industries Ltd. [ DEFAULTER SEGMENT ],7.9,0.0,4421040,34926216.00,22105200,174631080.0,69500
PK0009801017,MTL,Millat Tractors Limited. ,910.0,0.6,22423100,20405021000.00,49829112,45344491920.0,56550
PK0066801017,MUBT,Mubarak Textile Mills Ltd. [ DEFAULTER SEGMENT ],3.85,0.0,666000,2564100.00,5400000,20790000.0,0
PK0109901014,MUGHAL,Mughal Iron & Steels Ind Ltd. ,66.86,0.22,62899913,4205488183.18,251599650,16821952599.0,354500
PK0000601010,MUREB,Murree Brewery Company Ltd. ,585.0,0.21,12448634,7282450890.00,27663631,16183224135.0,100
PK0047601015,MWMP,Mandviwala Mauser Plastic Ind. Ltd. [ DEFAULTER SEGMENT ],3.51,0.0,2573799,9034034.49,7355400,25817454.0,0
PK0034301017,NAGC,Nagina Cotton Mills Ltd. ,37.51,0.01,1870000,69208700.00,18700000,692087000.0,0
PK0037801013,NATF,National Foods Ltd.(XDXB) ,229.55,0.56,55947702,12842794994.10,186492343,42809317335.65,57100
PK0071601014,NATM,Nadeem Textile Mills Ltd. ,29.4,0.01,960599,28241610.60,19211985,564832359.0,0
PK0078001010,NBP,National Bank Of Pakistan. ,38.67,1.08,506995587,19605519349.29,2127512862,82270922373.54,1175500
PK0048001017,NCL,Nishat (Chunia) Ltd. ,38.91,0.12,108053563,4204364136.33,240119029,9343031418.39,1345500
PK0109701018,NCML,Nazir Cotton Mills Ltd. [ DEFAULTER SEGMENT ],3.4,0.0,13800000,46920000.00,23000000,78200000.0,3000
PK0098301010,NCPL,Nishat Chunian Power Ltd. ,13.5,0.07,179460197,2422712659.50,367346939,4959183676.5,178000
PK0025101012,NESTLE,Nestle Pakistan Ltd. ,6510.0,3.88,2267479,14761288290.00,45349551,295225577010.0,160
PK0084201018,NETSOL,NetSol Technologies Ltd. ,57.9,0.07,31442923,1820545241.70,89836923,5201557841.7,1842000
PK0103501018,NEXT,Next Capital Limited. ,9.65,0.01,31500000,303975000.00,45000000,434250000.0,4500
PK0075601010,NICL,Nimir Industrial Chemical Ltd. ,74.5,0.11,38706691,2883648479.50,110590546,8238995677.0,3000
PK0076601019,NINA,M/S Nina Industries Ltd. [ DEFAULTER SEGMENT ],1.01,0.0,7192350,7264273.50,24200000,24442000.0,0
PK0044301015,NMFL,Nirala MSR Foods Limited [ DEFAULTER SEGMENT ],12.76,0.0,7885395,100617640.20,16589500,211682020.0,0
PK0005501017,NML,Nishat Mills Ltd. ,102.36,0.47,158219932,16195392239.52,351599848,35989760441.28,1059000
PK0010501010,NONS,Noon Sugar Mills Ltd. ,72.0,0.02,5781109,416239848.00,16517456,1189256832.0,0
PK0094301014,NPL,Nishat Power Limited. ,23.0,0.11,123930975,2850412425.00,354088500,8144035500.0,19000
PK0008201011,NRL,National Refinary Ltd. ,172.16,0.18,26092455,4492077052.80,79966560,13767042969.6,618700
PK0056501015,NRSL,Nimir Resins Limited. ,8.29,0.03,84792638,702930969.02,282642128,2343103241.12,1500000
PK0006401019,NSRM,The National Silk & Rayon Mills Ltd. ,19.21,0.0,777659,14938829.39,15553133,298775684.93,0
PK0080201012,OGDC,Oil & Gas Development Company Ltd. ,105.5,5.97,645139260,68062191930.00,4300928400,453747946200.0,1942314
PK0034501012,OLPL,Orix Leasing Pakistan Ltd. ,27.9,0.06,83527451,2330415882.90,167054903,4660831793.7,19000
PK0018301017,OML,Olympia Mills Limited. [ DEFAULTER SEGMENT ],9.93,0.0,1800000,17874000.00,12000000,119160000.0,0
PK0032401017,ORIXM,Orix Modaraba. ,21.29,0.01,34037648,724661525.92,45383530,966215353.7,71500
PK0116401016,ORM,Orient rental Modaraba. ,7.4,0.01,37500000,277500000.00,75000000,555000000.0,6500
PK0038001019,OTSU,Otsuka Pakistan Ltd. ,294.0,0.05,1210000,355740000.00,12100000,3557400000.0,0
PK0088601015,PACE,Pace (Pakistan) Ltd. ,3.1,0.01,209157453,648388104.30,278876604,864517472.4,261000
PK0034601010,PAEL,Pak Elektron Ltd. ,34.56,0.23,248840743,8599936078.08,497681485,17199872121.6,12493000
PK0071801010,PAKD,Pak Datacom Limited. ,63.94,0.01,3430350,219336579.00,9801000,626675940.0,3000
PK0109201019,SINDM,Sindh Modaraba.(XD) ,8.86,0.01,4500000,39870000.00,45000000,398700000.0,28500
PK0033301018,SITC,Sitara Chemicals. ,321.96,0.09,7500292,2414794012.32,21429524,6899449547.04,3100
